Subject,Question
Chemistry,Which of the following are correct . Answer on the basis of Fig .& ; 11 . 1
Chemistry,Identify the correct resonance of carbon dioxide from the given below :
Chemistry,The reason for small radius of Ga to Al is
Chemistry,The name for & ; is
Chemistry,Which of the following is the correct name ?
Chemistry,"of carbon upon their state of . In which of the following , the carbon marked with asterisk is most electronegative ?"
Chemistry,The name for
Chemistry,"In which of the following , functional group isomerism is not possible ?"
Chemistry,Correct name for 1s
Chemistry,The fragrance of is due to the presence of some steam volatile organic . These are generally insoluble in water at room temperature but are miscible with water in phase . A suitable method for the extraction of these from the is :
Chemistry,The principle involved in paper chromatography is
Chemistry,What is the correct order of decreasing stability of the following .& ;
Chemistry,Covalent bond can undergo fission in two different ways . The correct representation a heterolytic of & ; C & ; H & ; 3 & ;?& ; B & ; r & ; is
Chemistry,Ionic species are by the dispersal of charge . Which of the following carboxylate ion is the most stable ?
Chemistry,addition proceed in two . The step the addition of an . Name the type of intermediate formed in the first step of the following addition reaction . H & ; 3 & ; C & ;?& ; H & ; C & ;=& ; C & ; H & ; 2 & ;+& ; H & ;+& ;?& ;?
Chemistry,"hearing of a court case , the judge suspected that some in the had been out . He the forensic department to check the ink used at two different . According to you which technique can give the best ?"
Chemistry,In which of the following the carbon marked with asterisk is to have charge ?
Chemistry,"The addition of to an alkene proceeds in two . The step is the attack of & ; H & ;+& ; ion to & ;?& ; C & ;=& ; C & ;?& ;, portion which can be shown as"
Chemistry,Which of the following contain all the carbon in the same state ?
Chemistry,are electron seeking species . Which of the following contain only ?
Chemistry,is a species that should have
Chemistry,of
Chemistry,Which of the following are not functional group ?
Chemistry,Which of the following are position ?
Chemistry,In which of the following given below arrangement of group / atom different from that given in structure '& ; A & ;?
Chemistry,"Arrange the following in decreasing order of their bolling .( A )& ; n & ;- butane ( B ) 2 - ( C )& ; n & ;- pentane ( D ) 2 , 2 -"
Chemistry,Arrange the following hydrogen in order of their decreasing reactivity with propene .
Chemistry,Arrange the following in order of their decreasing stability .( A )& ; H & ; 3 & ; C & ;?& ; C & ; & ; C & ;?& ;( B )& ; H & ;?& ; C & ; & ; C & ;?& ;( C )& ; H & ; 3 & ; C & ;?& ; C & ; H & ; 2 & ;
Chemistry,The correct name of the following alkane is
Chemistry,The increasing order of reduction of alkyl with zinc and dilute is
Chemistry,"The addition of to 1 - butene a mixture of & ; A & ;,& ; B & ; and & ; C & ; The mixture of"
Chemistry,Arrange the following alkyl in decreasing order of the rate of & ;?& ;- elimination reaction with alcoholic .
Chemistry,"Arrange the & ; F & ; 2 & ;,& ; C & ; l & ; 2 & ;,& ; B & ; r & ; 2 & ;,& ; I & ; 2 & ;, in order of increasing reactivity with ."
Chemistry,Which of the following of methane is incomplete combustion :
Chemistry,Which of the following will not show geometrical isomerism ?
Chemistry,Which of the following are correct ?
Chemistry,Four are given in ( 1 ) to ( ). Examine them and select the aromatic .
Chemistry,"In an substitution reaction of nitrobenzene , the presence of nitro group"
Chemistry,Which of the following on give a mixture of only ?
Chemistry,The dipole moment are
Chemistry,"For an substitution reaction , the presence of a halogen atom in the benzene ring"
Chemistry,Some oxidation of methane are given below . Which of them is / are oxidation ?
Chemistry,Which are the correct of the following compound ?
Chemistry,Which are the correct of the following compound ?
Chemistry,and are main of air but these do not react with each other to form of nitrogen because
Chemistry,Which of the following is not true about classical smog ?
Chemistry,Which of the following is not a green house gas ?
Chemistry,Which of the following is correct ?
Chemistry,Which of the following about photochemical smog is wrong ?
Chemistry,"Photochemical smog in warm , dry and sunny climate . One of the following is not amongst the of photochemical smog , identify it ."
Chemistry,The which come directly in the air from are primary . Primary are sometimes converted into secondary . Which of the following to secondary air ?
Chemistry,"Biochemical Oxygen Demand , ( BOD ) is a measure of organic present in water . BOD value less than 5 a water sample to be"
Chemistry,"The gaseous envelope around the earth is known as atmosphere . The layer of this is extended & ; 10 & ;& ; k & ; m & ; from sea level , this layer is"
Chemistry,Which of the following will not come under green chemistry ?
Chemistry,Which of the following is wrong ?
Chemistry,Sewage organic waste should not be disposed in water because it major water pollution . in such a polluted water die because of
Chemistry,Which of the following the polluted environment .
Chemistry,Phosphate cause water pollution . Addition of such in water
Chemistry,The present in acid rain are
Chemistry,The of global warming may be
Biology,"As we go from to kingdom in a taxonomic hierarchy , the number of common"
Biology,Which of the following is a characteristic of living ?
Biology,The taxonomic unit ' Phylum ' in the classification of is equivalent to which hierarchical level in classification of & ;
Biology,Which of the following ' ' used for of in a taxonomic category of ' family '.
Biology,Taxonomic key is one of the taxonomic in the identification and of and . It is used in the preparation of
Biology,Botanical and zoological have
Biology,Genus
Biology,All living are linked to one another because
Biology,Q
Biology,The term ' systematics ' to :
Biology,All unicellular belong to
Biology,living in salty are as
Biology,between and are found in
Biology,of are found and damp . As obligate on from the following
Biology,"Naked cytoplasm , multinucleated and saprophytic are the of"
Biology,The kingdom classification was by
Biology,A dikaryon is formed when
Biology,Contagium was by
Biology,are non - cellular but replicate themselves once they infect the host cell . To which of the following kingdom do belong to ?
Biology,An association between of higher and is
Biology,Difference between Virus and is
Biology,"With respect to fungal sexual cycle , choose the correct sequence of"
Biology,Protonema is
Biology,If the diploid number of a flowering plant is & ; 36 & ;.& ; What would be the chromosome number in its endosperm
Biology,of this group are and well to extreme . They grow in compact cones . The group in reference is
Biology,The Redwood tree ( ) is a / an
Biology,Fusion of two which are dissimilar in size is as
Biology,"Holdfast , stipe and frond the plant body in case of"
Biology,A plant thallus level of organization . It and is . It needs water to complete its life cycle because the male are . Identify the group to which it to
Biology,The embryo sac of an Angiosperm is made up of
Biology,are under
Biology,A Prothallus is
Biology,"In some , the body is found divided into with of at least some . This characteristic feature is"
Biology,Which one of the following of belong to a single taxonomic group ?
Biology,Which of the following of non glandular skin
Biology,Given below are of present in some . Which of the following can to perform different ?
Biology,Which one of the following of share a four chambered heart ?
Biology,Which one of the following is a non - poisonous snake ?
Biology,Match the following list of with level of . Division of .& ;& ; Organ . Cellular aggregate . . Tissue . Organ system . the correct match showing of labour with example .
Biology,Which one of the following is incorrect ?
Biology,Match the column A with column B and choose the correct I Column . . - vascular . . . Jointed . .
Biology,Body cavity is the cavity present between body wall and gut wall . In some the body cavity is not lined by mesoderm . Such are
Biology,Which one of the following is incorrect ?
Biology,and share one of the following as a common feature .
Biology,Which one of the following is oviparous ?
Biology,The placenta is attached to the seed near the
Biology,Venation is a term used to describe the pattern of of
Biology,Rearrange the following as seen in the root in vertical section and choose the correct option . A . Root hair . Zone of . Rootcap zoneD . Zone of . Zone of elongation
Biology,"Endosperm , a product of double fertilization in is absent in the of"
Biology,Which of the following is used to extract the blue dye ?
Biology,Q
Biology,"The mature of such as gram and , possess no endosperm , because"
Biology,"In an inflorescence where are borne laterally in an acropetal succession , the position of the floral bud in the floral axis shall be"
Biology,Many of dally use belong to one of the below ( tick the correct answer )
Biology,from of the plant other than radicle are
Biology,A conjoint and open vascular bundle will be in the transverse section of
Biology,Q
Biology,In are likely to be absent in
Biology,A transverse section of stem is first with and then with fast green following the usual schedule of double staining for the preparation of a permanent slide . What would be the colour of the xylem and phloem ?
Biology,A of wood no ( trachea ) must belong to
Biology,of this are living and show angular wall thickening . They also provide support . The tissue is
Biology,Which one of the following cell always by anticlinal cell division ?
Biology,Identify the simple tissue system from the following
Biology,How many shoot apical are likely to be present in a twig of a plant possessing 4 and 26 leaves
Biology,Interfascicular cambium and cork cambium are formed due to
Biology,Phellogen and Phellem respectively denote
Biology,of is equivalent to
Biology,In which of the following of of a flowering plant is epidermis absent ?
Biology,A of stem possessing prominent would belong to
Biology,"When we peel the skin of a potato tuber , we remove"
Biology,"A plant tissue , when , the presence of hemicellulose and pectin in cell wall of its . The tissue"
Biology,What is the fate of primary xylem in a dicot root showing secondary growth ?
Biology,To which one of the following does adipose tissue belong ?
Biology,Q
Biology,Q
Biology,Q
Biology,Setae help in locomotion in earthworm but are not present & ; l & ; n & ; all the . They are present in
Biology,Q
Biology,Which one of the following is not a connective tissue ?
Biology,Which one of the following is true for cockroach ?
Biology,Which one of the following of cell is involved in making of the inner of blood ?
Biology,Different have different sizes . Arrange the following in an ascending order of size . Choose the correct option among the .
Biology,Which of the following is not a function of in a cell ?
Biology,Which of the following is not true for plasma membrane ?
Biology,Plastid from mitochondria on the of one of the following . Mark the right answer .
Biology,A common characteristic feature of plant sieve tube and most of mammalian is
Biology,Which of the following is not true of a cell ?
Biology,Which of the following is true for a secretory cell ?
Biology,Which one of these is not a ?
Biology,Select one which is not true for
Biology,Which of the following is common to and many ?
Biology,The stain used to is
Biology,Who the fluid mosaic model of plasma membrane ?
Biology,Which of the following is not used for staining ?
Biology,What is a tonoplast ?
Biology,When we any tissue & ; i & ; n & ; an acid the acid soluble pool
Biology,A only one type of block monomer repeated ' n ' number of times . A more than one type of monomer . are usually made of
Biology,"When you take or tissue and grind them with an in a mortar and pestle , all the small dissolve in the . , and are insoluble in mineral and get precipitated . The acid soluble include , , small . When one a phosphate group to a nucleoside , one another acid soluble"
Biology,"perform many . For example , some as . Which of the following an additional function that some discharge ?"
Biology,"are technically , to the fact that their formulae are only multiple of & ; C & ;(& ; H & ; 2 & ; O & ;)& ;. therefore have six , twelve and six oxygen . Glucose is a hexose . Choose from among the following another hexose ."
Biology,It is said that elemental composition of living and that of inanimate ( like earth ' s crust ) are similar in the sense that all the major are present in both . Then what would be the difference between these two ? Choose a correct answer from among the following :
Biology,The number of ' ' in a glycogen molecule would be
Biology,Many are found in living either free or in the form of . Which of the following is not found in living ?
Biology,are . They . In general they reduce activation energy of . Many - chemical are enzyme . Which of the following is not - in biological system ?
Biology,The primary structure of a protein molecule
Biology,Glycogen is a made of
Biology,The most abundant component of living is
Biology,", have both an amino group and a carboxyl group in structure . Which one of the following is an amino ?"
Biology,An under have both and negative simultaneously in the same molecule . Such a form of is
Biology,which are not dividing are likely to be at
Biology,Which of the listed below is not ? mitosis ?
Biology,During anaphase - I of
Biology,diploid
Biology,Select the correct statement about & ; G & ; 1 & ; phase
Biology,Identify the wrong statement about
Biology,At which stage of does the genetic constitution of is finally decided
Biology,A bivalent of - I of
Biology,in ?
Biology,Mitosis is character1sed by
Biology,Based on the given below which of the following is not correct ?
Biology,The form of sugar transported through phloem is
Biology,Which of the following does not apply to reverse osmosis ?
Biology,"When a plant senescence , the may be"
Biology,is a symbiotic of fungus with root system which . Absorption of . Mineral . . Gaseous :
Biology,Mark the pair .
Biology,Which of the following is an example of imbibition
Biology,Water potential of pure water at standard temperature is equal to
Biology,The lower surface of leaf will have more number of stomata in a
Biology,The process of guttation place
Biology,Which one of the following will not directly affect transpiration ?
Biology,Q
Biology,Q
Biology,Reaction out by & ; N & ; 2 & ; .& ;& ; 2 & ; N & ; H & ; 3 & ;+& ; 3 & ; O & ; 2 & ;?& ; 2 & ; N & ; O & ; 2 & ;?& ;+& ; 2 & ; H & ;+& ;+& ; 2 & ; H & ; 2 & ; O & ;(& ; 1 & ;)& ; b .& ; 2 & ; N & ; O & ; 2 & ;?& ;+& ; O & ; 2 & ;?& ; 2 & ; N & ; O & ; 3 & ;?& ;(& ; 11 & ;)& ; Which of the following about these is not true
Biology,Which one of the following is not characteristic of an essential element ?
Biology,Which one of the following can best explain the term critical concentration of an element ?
Biology,of an element tend to appear first in young leaves . It that the element is relatively immobile . Which one of the following elemental would show such ?
Biology,"With regard to the Biological Nitrogen Fixation by in association with soybean , which one of the following statement / does not hold true ."
Biology,can be grown in ( Tick the incorrect option )
Biology,Which one of the following is not due to manganese toxicity In ?
Biology,Chemosynthetic bacter1a obtain energy from
Biology,Energy for synthesis in comes from
Biology,Which metal 1on is a constituent of chlorophyll ?
Biology,During light reaction in photosynthesis the following are formed :
Biology,The correct sequence of flow of in the light reaction is
Biology,PEP is primary & ; C & ; O & ; 2 & ; acceptor in
Biology,Which range of ( in & ; n & ; m & ;) is photosynthetically active radiation ( PAR )?
Biology,Splitting of water is with
Biology,The enzyme that is not found in a C3 plant is
Biology,The reaction that is responsible for the primary of & ; C & ; O & ; 2 & ; is by
Biology,Which light range is least effective in photosynthesis ?
Biology,"When & ; C & ; O & ; 2 & ; is added to PEP , the first stable product is :"
Biology,Dark reaction in photosynthesis is so because
Biology,Which pigment directly to convert light energy to chemical energy ?
Biology,Q
Biology,Electron Transport System ( ) is in mitochondrial
Biology,"Pyruvic , the key product of glycolysis can have many metabolic . Under aerobic condition it"
Biology,are of the cell . Which of the following support this statement ?
Biology,The ultimate electron acceptor of respiration in an aerobic is :
Biology,The end product of oxidative phosphorylation is
Biology,Phosphorylation of glucose during glycolysis is by
Biology,Which of the following the highest rate of respiration ?
Biology,"To increase sugar production in , they are with"
Biology,Ethylene is used for
Biology,The term synergistic action of to
Biology,Monocarpic are those which
Biology,Growth can be measured in var1ous ways . Which of these can be used as to measure growth
Biology,Plasticity in plant growth that
Biology,coconut water
Biology,The affect of dominance can be overcome by which of the following hormone :
Biology,Q
Biology,are generally wrapped in paper to
Biology,ABA antagonistic to
Biology,The photoperiod in is at
Biology,Mark the incorrect statement in context to & ; O & ; 2 & ; binding to & ; H & ; b & ;
Biology,Respiration in is direct because
Biology,It is known that exposure to carbon monoxide is harmful to because
Biology,C & ; O & ; 2 & ; from when
Biology,"Regarding the of our system , mark the wrong entry ."
Biology,Incidence of Emphysema - a respiratory disorder is high in cigarette . In such
Biology,Q
Biology,A person in some volume of air by forced inspiration after a forced expiration . This quantity of air taken in is
Biology,From the following between volume and and mark the correct capacity & ;(& ; I & ; C & ;)& ;=& ; Tidal Volume & ;+& ; Capacity & ;(& ; V & ; C & ;)& ;=& ; Tidal Volume ( ) + Reserve Volume ( ) + Reserve Volume ( ). Residual Volume ( ) = Vital Capacity ( ) - Reserve Volume ( ) . Tidal Volume ( ) = ( ) - Inspiratory Reserve Volume ( )
Biology,Which of the following is incorrect regarding respiratory system ?
Biology,A person in his chest cavity in an accident without any damage to the . Its effect could be
Biology,Mark the true statement among the following with reference to normal breathing
Biology,Respiratory process is regulated by certain specialized in the brain . One of the following can reduce the inspiratory duration upon stimulation
Biology,The oxygen - haemoglobin dissociation curve will show a right shift in case of
Biology,"In breathing , air volume can be by"
Biology,Cardiac activity could be by the autonomous neural system . Tick the correct answer :
Biology,One of the common in people infected with Dengue fever is
Biology,Which of the following does not exhibit activity
Biology,Which among the is correct during each cardiac cycle ?
Biology,The involved in inflammatory are
Biology,The cardiac impulse is and further ventricle . The correct sequence of conduction of impulse is
Biology,The second heart sound ( dubb ) is associated with the closure of
Biology,What would be the cardiac output of a person 72 heart per minute and a stroke volume of & ; 50 & ; m & ; l & ;?
Biology,Q
Biology,Which of the following correctly a phase / event in cardiac cycle in a standard electrocardiogram ?
Biology,Read the following and choose the correct 1 : Atria blood from all of the body which subsequently to . Statement & ; 2 & ;:& ; Action at - atrial node from to .
Biology,the and the cardiac cycle . In the of a normal healthy individual one of the following is not .
Biology,Which one of the following blood is involved in production .
Biology,Which one of the following of lack nucleus in ?
Biology,Which of the following is incorrect ?
Biology,Mark the pair of among the following which is essential for coagulation of blood .
Biology,The condition of accumulation of urea in the blood is as
Biology,Q
Biology,The & ; p & ; H & ; of human urine is approximately
Biology,Which of the following is removed from our body by ?
Biology,Which one of the following is incorrect ?
Biology,The following are the excretory in . Choose the least toxic form among them ?
Biology,Q
Biology,Which of the following is wrong ?
Biology,Which of the following is correct ?
Biology,Which one of the following is also known as hormone ?
Biology,unit ( kidney ) a fluid which is almost same as plasma except that it
Biology,Which one of the following is incorrect ?
Biology,Q
Biology,Filtration of the blood place at
Biology,We can produce a concentrated / dilute urine . This is by a mechanism . the mechanism .
Biology,are attached to
Biology,Q
Biology,What is the type of movable joint present between the atlas and axis ?
Biology,Which one of the following is true ?
Biology,of the muscle is in
Biology,Which one of the following is incorrect ?
Biology,Which one of the following statement is incorrect ?
Biology,with characteristic and involuntary are
Biology,Intervertebral disc is found in the vertebral column of
Biology,Which one of the following is showing the correct sequential order of vertebrae in the vertebral column of human ?
Biology,Knee joint and elbow joint are of
Biology,Q
Biology,and exhibit
Biology,Which one of the following is not a disorder of bone ?
Biology,Which of the following is not involved in Knee - jerk reflex ?
Biology,An area in the brain which is with strong is
Biology,difference across resting membrane is negative . This is due to distribution of the following
Biology,Mark the vitamin present in Rhodopsin
Biology,The organ of is a structure present in
Biology,The part of internal ear responsible for hear ? is
Biology,Wax gland present in the ear canal is
Biology,Resting membrane potential is by
Biology,The function of our visceral is by
Biology,which are at the synaptic junction are
Biology,Human eyeball of three and it
Biology,A hormone responsible for normal sleep - wake cycle is
Biology,Which of the following is not linked to of thyroid ?
Biology,is by
Biology,"In the of action of a hormone , one of the second is"
Biology,Q
Biology,Q
Biology,The responsible for balance of water and in our body is
Biology,Which of the following in does not consist of a central ' surrounded by a cortical region ?
Biology,Corpus a hormone
Biology,Which of the following is not by anterior pit .
Biology,produce a group of
Biology,Which of the following in does not consist of a central balance in the human body ?
Biology,are chemical that stimulate target . action on the presenc3e of on the respective target . Which of the following is the correct location of the in the case of protein ?
Biology,"Mary is about to face an interview . But during the first before the interview she sweating , rate of heart beat , respiration . Which of the following are responsible for her restlessness ?"
Biology,is responsible for
Biology,The term ' clone ' cannot be applied to offspring formed by sexual reproduction because :
Biology,the incorrect statement .
Biology,A few certain of reproduction are given below : i . Gametic fusion . Transfer of genetic material . Reduction division . Progeny have some resemblance with the that are true for both asexual and sexual reproduction from the given below :
Biology,Offspring formed by sexual reproduction more than those formed by Asexual reproduction because :
Biology,A few with regard to sexual reproduction are below : Sexual reproduction does not always require two reproduction generally gametic never during sexual . External is a rule during sexual reproduction
Biology,Appearance of vegetative from the of such as and ginger is mainly because :
Biology,Given below are a few related to external . Choose the correct . i . The male and female are formed and . Only a few are into the . Water is the medium in a majority of external . Offspring formed as a result of external fertilization have better chance of survival than those formed inside an organism
Biology,Asexual method of reproduction by binary fission is common to which of the following ? i . Some . All . Some . All the correct option from the following :
Biology,The given below describe certain that are in the pistil of . i . Pistil may produce more than one . Each carpel may have more than one . Each carpel only one . Pistil have only one the that are true from the below :
Biology,The number of in the shoot tip of a maize plant is & ; 20 & ;.& ; The number of in the microspore mother of the same plant shall be :
Biology,Which of the following is a post - event in flowering ?
Biology,Which of the following correctly describe the similar1ty between an angiosperm egg and a human egg ? i . of both are formed only once in a . Both the angiosperm egg and human egg are . Both the angiosperm egg and human egg are mobile & ; . Syngamy in both in the formation of zygote Choose the correct answer from the given below :
Biology,There are various of reproduction . The type of reproduction adopted by an organism on :
Biology,"The male of rice plant have 12 in their nucleus . The chromosome number in the female gamete , zygote and the of the seedling will be , respectively ,"
Biology,There is no natural death in single celled like Amoeba and because :
Biology,Choose the correct statement from amongst the following :
Biology,"Which of the following , support the view that elaborate sexual reproductive process much later in the organic evolution . i . Lower of have simpler body . Asexual reproduction is common in lower . Asexual reproduction is common in higher of . The high incidence of sexual reproduction in and the correct answer from the given below :"
Biology,"A multicellular , alga a type of sexual life cycle in which the division after the formation of zygote . The adult of this alga"
Biology,"Among the listed below , those that of are not technically correct for a floral whorl are : i . . . . Sepal"
Biology,"From among the below , choose the one that both autogamy and ."
Biology,"In an embryo sac , the that degenerate after are :"
Biology,"In a embryo sac , the haploid , diploid and triploid are :"
Biology,Embryo sac is to ovule as is to an anther .
Biology,A dicotyledonous plant but never and . The most probable cause for the above situation is :
Biology,"A particular of plant light , non - sticky pollen in large and its are long and feathery . These pollination by :"
Biology,"Starting from the innermost part , the correct sequence of in an ovule are ,"
Biology,The outermost and innermost wall of in an anther are respectively :
Biology,Autogamy can occur in a chasmogamous flower If :
Biology,"From among the of given below , identify those that are with the ."
Biology,", in :"
Biology,"In a typical complete , bisexual and hypogynous flower the arrangement of floral on the thalamus from the outermost to the innermost is :"
Biology,Choose the correct statement from the following :
Biology,From the given below choose the option that are true for a typical female gametophyte of a flower ? plant : i . It is 8 - nucleate and 7 - celled at . It is free - nuclear during the . It is situated inside the integument but outside the . It an egg apparatus situated at the chalazal end
Biology,"In a flower , if the megaspore mother cell without undergoing and if one of the into an embryo sac , its would be :"
Biology,"In the of a typical dicot and a grass , true homologous are :"
Biology,The phenomenon in some of the sexual apparatus is used for forming without is :
Biology,"While for an hybridization , which of the following would not be relevant :"
Biology,"The phenomenon wherein , the ovary into a fruit without is :"
Biology,Identify the correct statement from the following :
Biology,Choose the incorrect statement from the following :
Biology,The undergo division to produce by the process of . Choose the correct one with reference to above .
Biology,"Seminal plasma , the part of semen , is by . Seminal . gland"
Biology,Which of the following is not by human placenta ?
Biology,The membranous cover of the ovum at ovulation is :
Biology,Urethral meatus to the :
Biology,The vas duct from the seminal vesicle and into urethra as :
Biology,reaction of the sperm due to :
Biology,Mature follicle is generally present in the ovary of a healthy human female around :
Biology,Which among the following 23 ?
Biology,Q
Biology,is the process of the release of from :
Biology,Spot the odd one out from the following with reference to the male reproductive system :
Biology,Which one of the following is not a male accessory gland ?
Biology,Q
Biology,the odd one from the following :
Biology,Morula is a developmental stage :
Biology,The method of directly a sperm into ovum in Reproductive Technology is :
Biology,"are generally fool proof of contraception with least side effects . Yet , this is the last option for the because : i . It is almost . Of the misconception that it will reduce sexual urgeit1 .& ; . It is a surgical . Of lack of sufficient in many of the country Choose the correct option :"
Biology,and in a population will :
Biology,Choose the correct statement regarding the procedure :
Biology,Intensely do not generally due to the :
Biology,Emergency are effective if used within :
Biology,"From the sexually below , the one which does not affect the sex :"
Biology,Following are given regarding . Choose the correct given below : i . are generally advised during first . are used as a contraceptive . are always . require the assistance of qualified medical personnel
Biology,A national level approach to up a reproductively healthy was taken up in our country in :
Biology,are contraceptive used by the . Choose the correct option from the given below : They are into the are to cover the cervical act as physical for sperm . They act as
Biology,The correct surgical procedure as a contraceptive method is :
Biology,Choose the right one among the below :
Biology,are one of the most popular of the following :
Biology,Distance between the and percentage of recombination :
Biology,In sickle cell anaemia glutamic acid is by valine . Which one of the following for valine ?
Biology,' s Law of independent assortment good for situated on the :
Biology,A cross between two tall in offspring few dwarf . What would be the of both the ?
Biology,It is that that the factor any character is discrete and independent . His was based on the
Biology,In a certain taxon of some have 17 and the have 18 . The 17 and 18 chromosome - bearing are :
Biology,"Two ' A ' and ' B ' are linked . In a dihybrid cross these two , the & ; F & ; 1 & ; heterozygote is crossed with homozygous recessive parental type ( aa ). What would be the ratio of offspring in the next generation ?"
Biology,"If a genetic disease is transferred from a phenotypically normal but female to only some of the male progeny , the disease is :"
Biology,"Occasionally , a single gene may express more than one effect . The phenomenon is :"
Biology,"of a karyotype & ; 2 & ; n & ;+& ; 1 & ;,& ; 2 & ; n & ;?& ; 1 & ; and & ; 2 & ; n & ;+& ; 2 & ;,& ; 2 & ; n & ;?& ; 2 & ; are :"
Biology,All on the same chromosome :
Biology,Which of the following will not result in among ?
Biology,In the & ; F & ; 2 & ; generation of a dihybrid cross the number of and are :
Biology,Person genotype & ; I & ;?& ; I & ; B & ; would show the blood group as & ; A & ; B & ;. This is because of :
Biology,"Mother and father of a person with ' O ' blood group have ' A ' and ' B ' blood group , respectively . What would be the genotype of both mother and father ?"
Biology,"In a dihybrid cross , if you get 9 : 3 : 3 : 1 ratio it that :"
Biology,Z & ; Z & ;/& ; Z & ; W & ; type of sex determination is seen in :
Biology,The inher1tance pattern of a gene over among is studied by the pedigree analysis . Character studied in the pedigree analysis is equivalent to :
Biology,Which of the following is the most for sickle cell anaemia ?
Biology,The fact that a purine base always through hydrogen with a pyrimidine base in the double helix to :
Biology,"the of an organism a total number of 5386 were found out of which the proportion of different bases were : Adenine & ;=& ; 29 & ;%& ;, & ;=& ; 17 & ;%& ;, Cytosine & ;=& ; 32 & ;%& ;, Thymine & ;=& ; 17 & ;%& ;. Considering the ' s rule it can be that :"
Biology,The first genetic could be :
Biology,The net electric charge on and is :
Biology,Which of the following are the of ?
Biology,Who amongst the following had no contribution in the development of the double helix model for the structure of ?
Biology,A nucleoside from a nucleotide . It the :
Biology,Both and ribose belong to a class of :
Biology,Control of gene expression in take place at the level of :
Biology,"is a polymer of which are linked to each other by 3 '- 5 ' bond . To prevent of , which of the following would you choose ?"
Biology,The promoter and the terminator site for transcription are at :
Biology,Which of the following is true with respect to ?
Biology,"If and ' s experiment is continued for four & ; i & ; n & ; bacteria , the ratio of & ; N & ; 15 & ;/& ; N & ; 15 & ;:& ; N & ; 15 & ;/& ; N & ; 14 & ;:& ; N & ; 14 & ;/& ; N & ; 14 & ; in the fourth generation would be :"
Biology,"In some , is by as template . Such a is :"
Biology,"If the sequence of bases of the strand of in a transcription unit is : 5 ' - A T G A A T G - 3 ', the sequence of bases in its transcript would be ;"
Biology,In a strand the are linked together by :
Biology,Which of the following is correct about the role of regulatory in transcription in ?
Biology,Which was the last human chromosome to be completely :
Biology,"In E . coli , the lac switched on when :"
Biology,"Discontinuous synthesis of in one strand , because :"
Biology,Which of the following in transcription is by ?
Biology,The :
Biology,The human chromosome with the highest and least number of in them are respectively :
Biology,With regard to mature in :
Biology,The amino acid to the at its :
Biology,"If the base sequence of a codon in is 5 '- - 3 ', the sequence of with it must be :"
Biology,"To translation , the first to :"
Biology,(& ; p & ;+& ; q & ;)& ; 2 & ;=& ; p & ; 2 & ;+& ; 2 & ; p & ; q & ;+& ; q & ; 2 & ;=& ; 1 & ; an equation used in :
Biology,The theory of spontaneous generation stated that :
Biology,Which of the following is used as an atmospheric pollution indicator ?
Biology,Evolution of life that life had a trend of moving from :
Biology,"The of of whale , bat , cheetah and man are in structure , because :"
Biology,for evolution refer to the :
Biology,Appearance of antibiotic - resistant is an example of :
Biology,Vivipar1ty is considered to be more because :
Biology,Which of the following is an example for link ?
Biology,Analogous arise due to :
Biology,In & ; 1953 & ;& ; S & ;. L . Miller primitive earth in the laboratory and gave evidence for origin of form of life from non - living organic . The primitive earth include :
Biology,The most accepted line of descent in human evolution is :
Biology,are generally found in :
Biology,"For the - blood group system , the of & ; M & ; and & ; N & ; are & ; 0 . 7 & ; and & ; 0 . 3 & ;, respectively . The frequency of - blood group bearing is likely to be"
Biology,husbandry and plant breeding are the of :
Biology,of are :
Biology,"Which type of selection industrial in moth , :"
Biology,Q
Biology,"When an apparently healthy person is as unhealthy by a psychiatrist , the reason could be that :"
Biology,"are broadly grouped into infectious and non - infectious . In the list given below , identify the infectious . . Small pox"
Biology,Which of the following are the reason ( s ) for Rheumatoid arthritis ? Choose the correct option . i . The ability to differentiate or foreign from self . . Body self . More are produced in the . The ability to differentiate or foreign from self is lost
Biology,"is by . Among the following , which one is not a mode of transmission of ?"
Biology,The disease is by :
Biology,The clinical test that is used for diagnosis of typhoid is :
Biology,Many can be by observing the in the . Which group of are indicative of pneumonia ?
Biology,against snake poison :
Biology,The term ' Health ' is in many ways . The most accurate of the health would be :
Biology,A person with sickle cell anemia is
Biology,Cancer are :
Biology,Which of the following is not a lymphoid tissue ?
Biology,is a :
Biology,Tobacco consumption is known to stimulate secretion of adrenaline and nor - adrenaline . The component causing this could be :
Biology,The substance produced by a cell in viral infection that can protect other from further infection is :
Biology,Which of the following is not the causal for ringworm ?
Biology,Which of the following is large sized at birth but in size with ?
Biology,' Smack ' is a drug from the :
Biology,"In malignant , the , grow rapidly and move to other of the body to form new . This stage of disease is :"
Biology,present in colostrum which protect the new born from is of
Biology,"The that cause infection when a female mosquito a person , are formed in :"
Biology,The which cause in and are :
Biology,Transplantation of / to save certain often due to rejection of such / by the patient . Which type of Immune response is responsible for such ?
Biology,and are of :
Biology,The of bird flu from a properly ( above & ; 100 & ;?& ; C & ;) chicken and egg are :
Biology,A group of which are related by descent and share many are to as :
Biology,and are that :
Biology,Which one of the following is not a fungal disease ?
Biology,is carried out in animal husbandry because it :
